Crop,State,Season,Area,Rainfall,Temperature,Humidity,Soil pH,Nitrogen,Phosphorus,Potassium,Fertilizer,Yield
Groundnut,Karnataka,Rabi,5.03,907.0,17.6,70.9,5.95,83.5,72.7,61.8,143.3,2.73
Pulses,Andhra Pradesh,Rabi,5.23,1070.5,30.3,68.4,7.33,94.9,106.1,30.0,164.3,1.76
Sugarcane,Maharashtra,Zaid,4.15,1135.5,28.3,78.1,7.44,91.2,46.9,174.7,127.4,82.25
Pulses,Andhra Pradesh,Zaid,1.58,,22.3,74.3,6.78,98.1,83.7,120.5,169.8,1.56
Rice,Punjab,Zaid,4.61,1191.7,25.2,79.8,6.71,86.0,30.4,67.3,100.4,4.57
Cotton,Punjab,Rabi,9.01,650.5,18.7,65.2,6.88,77.8,42.3,76.5,159.6,2.59
Wheat,Haryana,Zaid,5.65,906.9,29.9,79.0,6.87,166.5,60.4,130.4,205.3,4.06
Potato,Haryana,Kharif,2.37,958.2,30.3,56.1,6.97,121.8,47.2,102.8,121.4,30.16
Potato,Karnataka,Kharif,2.93,609.9,29.3,81.7,5.5,77.7,74.0,151.1,146.1,26.39
Potato,Tamil Nadu,Zaid,3.35,1012.4,26.4,60.5,7.17,134.3,51.2,90.4,135.2,25.73
Wheat,Punjab,Kharif,5.46,881.8,40.0,51.9,4.92,156.0,63.3,49.8,258.8,4.71
Pulses,Uttar Pradesh,Kharif,4.09,1092.9,25.9,82.0,5.87,118.8,29.9,153.2,162.9,1.95
Sugarcane,Haryana,Rabi,5.29,1262.4,18.9,55.3,6.91,121.6,65.5,138.6,73.8,110.42
Pulses,Tamil Nadu,Kharif,4.42,398.2,23.9,72.8,7.09,40.0,81.6,63.9,125.3,1.77
Groundnut,Punjab,Zaid,5.12,974.1,24.3,,7.59,116.3,59.6,85.5,69.9,2.75
Wheat,Tamil Nadu,Rabi,8.22,620.3,31.4,67.1,6.83,246.1,27.9,173.2,106.2,4.77
Pulses,Uttar Pradesh,Kharif,1.71,486.1,20.1,41.3,7.03,153.9,75.6,93.5,121.0,1.6
Cotton,Andhra Pradesh,Zaid,2.24,839.1,19.3,55.0,6.9,120.2,36.5,87.2,245.1,2.4
Pulses,West Bengal,Rabi,5.07,1035.3,25.4,80.4,6.68,91.8,60.1,40.6,209.9,1.69
Maize,West Bengal,Rabi,2.47,765.9,30.7,63.0,7.41,113.4,83.5,150.5,116.0,5.3
Wheat,Madhya Pradesh,Zaid,3.56,598.1,24.8,85.9,5.64,138.5,91.9,92.9,84.1,3.71
Groundnut,Madhya Pradesh,Rabi,4.66,1185.4,23.5,69.7,6.61,74.6,40.3,68.9,73.4,2.63
Sugarcane,Gujarat,Kharif,3.22,1294.7,17.3,68.4,4.92,128.3,64.6,91.8,240.7,91.75
Groundnut,Haryana,Zaid,4.17,911.7,24.8,87.4,6.23,81.5,24.6,53.6,162.7,2.49
Maize,Karnataka,Zaid,4.59,734.4,23.6,64.2,8.03,137.9,64.9,181.6,207.3,4.67
Groundnut,Tamil Nadu,Zaid,2.35,951.8,27.9,53.6,6.84,182.7,53.9,116.8,135.2,2.55
Cotton,Maharashtra,Zaid,11.36,519.2,26.9,82.7,5.91,94.6,54.7,131.0,23.8,2.34
Pulses,Tamil Nadu,Zaid,2.81,1201.5,27.7,73.9,6.92,97.6,31.3,96.8,218.0,1.55
Groundnut,Karnataka,Zaid,5.78,552.4,29.3,73.4,6.49,102.6,30.5,105.0,174.5,2.43
Cotton,Karnataka,Kharif,10.59,984.1,29.3,80.3,6.73,82.9,65.5,116.0,98.9,2.56
Rice,Maharashtra,Kharif,7.52,424.7,31.1,71.6,6.23,105.5,46.5,80.3,159.3,4.66
Maize,Tamil Nadu,Rabi,2.25,1107.7,26.4,83.2,7.07,130.1,58.6,132.6,163.5,5.31
Rice,Madhya Pradesh,Zaid,6.77,1059.1,26.2,69.1,6.63,88.5,50.3,30.0,162.0,4.24
Sugarcane,Punjab,Kharif,2.92,870.4,25.4,70.5,6.84,179.5,42.4,78.9,245.1,116.35
Maize,West Bengal,Kharif,1.4,763.6,28.1,73.7,6.98,153.6,42.8,74.4,116.0,5.51
Wheat,Karnataka,Zaid,5.28,979.4,34.7,49.1,6.53,137.7,53.8,89.2,202.1,3.84
Maize,Karnataka,Kharif,3.65,969.0,31.3,60.7,8.2,89.7,57.6,83.5,132.7,4.99
Cotton,Tamil Nadu,Zaid,8.18,1197.3,29.6,51.9,7.12,147.5,57.1,115.9,122.8,2.47
Sugarcane,Gujarat,Zaid,2.29,664.0,28.0,,6.31,157.7,75.4,74.3,40.2,93.75
Pulses,Maharashtra,Kharif,1.86,1498.7,24.8,61.8,7.12,100.8,29.9,57.8,260.5,1.64
Cotton,Maharashtra,Rabi,4.31,291.3,35.2,68.4,6.98,121.3,72.1,94.1,162.4,2.49
Groundnut,Punjab,Zaid,3.44,823.1,33.5,62.9,7.69,190.5,56.1,107.1,89.0,2.7
Cotton,Andhra Pradesh,Zaid,3.76,756.4,28.9,89.4,6.91,108.8,63.4,119.3,106.5,2.28
Wheat,Uttar Pradesh,Rabi,5.26,1046.4,25.5,80.1,7.0,137.8,23.9,116.9,116.7,4.42
Sugarcane,Haryana,Zaid,3.34,682.8,26.7,61.9,7.55,217.6,50.3,44.5,175.4,90.68
Potato,Uttar Pradesh,Rabi,3.54,780.9,21.5,58.9,6.21,146.6,31.8,55.9,90.7,24.64
Rice,Uttar Pradesh,Kharif,7.54,974.2,28.8,69.8,6.91,131.7,34.4,110.4,145.0,4.87
Sugarcane,Madhya Pradesh,Rabi,2.61,1069.0,26.4,70.0,7.27,101.1,15.0,154.9,185.8,93.73
Pulses,Gujarat,Rabi,5.83,782.5,37.1,87.3,6.4,203.6,68.9,91.3,63.2,1.62
Groundnut,Tamil Nadu,Kharif,3.81,866.6,22.8,54.7,6.67,153.7,30.8,97.7,194.9,2.69
Wheat,Karnataka,Zaid,2.92,632.4,31.4,86.1,6.89,125.7,78.1,69.0,174.6,3.89
Groundnut,Punjab,Kharif,2.14,,18.0,51.1,8.07,189.1,29.0,139.4,170.8,2.99
Maize,Haryana,Kharif,2.07,874.4,28.3,77.9,7.23,91.2,31.2,81.5,163.3,5.69
Groundnut,Andhra Pradesh,Kharif,1.64,1154.8,35.7,82.9,6.41,152.9,30.2,103.7,90.2,2.54
Wheat,Punjab,Zaid,2.44,880.0,21.7,,6.99,77.9,,105.4,202.8,4.49
Sugarcane,Uttar Pradesh,Zaid,7.81,1237.8,21.0,63.3,6.4,94.0,60.3,80.8,30.2,76.81
Pulses,Gujarat,Rabi,6.48,810.1,25.9,83.1,7.17,149.8,49.8,176.3,20.0,1.8
Potato,Madhya Pradesh,Zaid,1.35,258.0,30.3,53.2,5.93,171.0,43.3,122.5,100.4,22.73
Groundnut,Andhra Pradesh,Zaid,5.41,929.2,40.0,77.2,7.0,132.6,48.5,49.9,252.1,3.15
Cotton,Karnataka,Zaid,9.57,677.0,30.3,73.6,7.54,106.7,59.7,81.2,158.9,2.05
Wheat,Gujarat,Kharif,7.26,496.2,21.9,57.9,8.11,73.7,49.2,67.3,148.9,4.09
Rice,Punjab,Zaid,6.44,457.8,27.3,69.3,6.65,147.4,31.2,80.1,196.2,3.95
Cotton,West Bengal,Kharif,4.55,313.9,19.1,77.4,4.8,148.9,64.5,58.8,129.7,2.62
Wheat,Andhra Pradesh,Zaid,5.89,1222.8,31.9,61.7,6.07,58.9,48.7,120.8,127.3,3.79
Rice,Maharashtra,Zaid,1.34,835.2,24.6,69.4,6.92,135.6,71.6,116.7,121.0,4.23
Sugarcane,Gujarat,Zaid,5.47,385.4,29.3,77.4,7.24,157.5,86.2,40.4,300.0,
Cotton,Haryana,Zaid,5.59,927.1,25.4,59.4,6.98,153.9,52.4,55.0,164.3,2.63
Sugarcane,Maharashtra,Rabi,5.09,460.6,27.5,58.6,7.9,111.3,59.6,97.5,154.4,90.94
Wheat,Karnataka,Zaid,3.28,719.1,25.2,65.8,6.41,40.0,75.3,77.3,147.6,3.72
Rice,Madhya Pradesh,Rabi,5.78,523.3,28.0,88.4,6.23,93.9,40.3,126.2,109.5,4.7
Pulses,Andhra Pradesh,Kharif,5.68,838.9,22.6,81.7,7.16,105.2,52.6,131.9,110.5,1.92
Sugarcane,Gujarat,Kharif,7.37,889.9,23.1,57.5,7.38,134.8,88.6,135.0,160.8,101.92
Groundnut,Punjab,Kharif,3.08,881.3,15.0,58.0,5.87,97.4,113.0,76.6,165.3,3.04
Pulses,Madhya Pradesh,Rabi,1.86,913.6,37.7,61.5,7.13,142.3,43.6,116.2,227.6,1.79
Sugarcane,Punjab,Kharif,4.31,1233.2,20.7,74.8,6.88,124.3,56.8,105.1,150.2,109.9
Potato,West Bengal,Zaid,2.9,1117.1,35.5,68.3,6.59,130.4,25.6,30.0,228.3,24.25
Cotton,Madhya Pradesh,Rabi,10.39,727.1,19.9,67.9,6.9,150.9,23.2,35.1,162.8,2.55
Groundnut,Karnataka,Zaid,4.88,1106.6,31.7,62.0,6.55,207.8,73.1,52.7,116.8,2.43
Cotton,Karnataka,Rabi,11.22,775.8,22.5,63.5,6.72,132.4,61.9,155.1,128.7,2.48
Potato,Maharashtra,Rabi,1.25,1066.6,25.8,48.7,7.21,85.5,32.8,83.2,164.9,23.46
Rice,Punjab,Zaid,6.35,506.6,31.0,68.3,7.27,53.5,69.3,,157.6,4.24
Maize,Tamil Nadu,Kharif,4.76,1000.9,23.0,47.7,6.34,215.4,47.9,92.3,222.0,5.44
Rice,Punjab,Rabi,6.46,1029.4,23.5,57.8,6.89,155.1,57.5,100.6,190.6,4.81
Potato,Karnataka,Rabi,0.94,864.4,27.1,75.0,,96.8,22.2,75.3,40.2,25.1
Wheat,Uttar Pradesh,Kharif,2.13,862.8,23.5,56.7,7.15,138.1,31.8,43.3,21.7,4.35
Potato,Andhra Pradesh,Kharif,3.64,747.8,29.1,67.3,7.2,126.6,49.9,80.5,219.2,28.3
Cotton,Haryana,Rabi,7.19,913.4,38.0,80.6,6.59,175.3,53.7,,172.6,2.78
Wheat,Karnataka,Rabi,4.6,1033.4,24.4,51.0,6.84,171.8,80.4,121.4,138.5,4.13
Wheat,Gujarat,Zaid,1.26,,26.0,54.8,6.19,161.1,50.6,119.0,75.6,3.97
Cotton,Gujarat,Kharif,11.79,385.5,23.0,72.0,7.31,82.8,63.2,170.6,190.8,2.65
Maize,Punjab,Kharif,5.34,819.5,31.3,59.7,6.27,65.8,33.6,100.9,196.9,5.63
Pulses,Gujarat,Rabi,2.9,1037.2,22.8,68.8,7.69,135.6,69.7,220.0,183.4,1.66
Rice,Tamil Nadu,Kharif,1.14,1244.7,27.4,60.6,7.31,96.7,73.8,145.5,107.4,5.06
Potato,Maharashtra,Rabi,0.68,865.7,28.0,52.8,6.78,135.9,85.0,141.4,222.6,28.79
Groundnut,Madhya Pradesh,Kharif,5.21,919.5,27.3,72.5,6.86,119.0,48.4,124.4,138.4,
Pulses,Tamil Nadu,Zaid,4.02,460.0,22.1,63.2,4.8,95.6,58.5,90.6,161.1,1.57
Pulses,Andhra Pradesh,Rabi,4.36,854.7,36.1,95.0,5.54,159.7,74.2,145.1,154.4,1.75
Wheat,Punjab,Kharif,5.33,612.0,25.0,67.1,7.58,119.5,73.1,89.5,166.9,4.78
Rice,Punjab,Zaid,4.25,779.1,17.5,73.4,6.1,156.5,26.6,170.6,234.8,4.76
Rice,Madhya Pradesh,Rabi,6.57,485.4,27.8,79.1,7.39,135.9,63.3,118.3,41.8,4.46
Sugarcane,West Bengal,Zaid,6.2,1033.4,27.9,,6.87,163.0,80.5,78.3,124.2,104.81
Pulses,Haryana,Rabi,3.04,586.8,24.9,82.4,7.51,123.5,54.1,118.5,106.8,1.84
Groundnut,Punjab,Zaid,2.36,1004.4,21.6,60.4,6.1,164.8,48.9,138.4,77.7,3.15
Maize,Madhya Pradesh,Kharif,3.14,1253.5,33.9,76.7,7.3,118.1,,113.6,114.9,5.0
Potato,Andhra Pradesh,Rabi,3.59,361.7,27.9,58.3,7.13,179.8,44.7,83.7,123.9,24.49
Sugarcane,Uttar Pradesh,Zaid,8.48,560.7,,57.7,5.92,128.3,45.1,128.8,115.9,96.8
Cotton,Karnataka,Kharif,11.34,1036.6,21.8,91.6,7.17,44.8,57.3,63.2,226.4,2.57
Maize,Uttar Pradesh,Rabi,3.59,981.8,34.4,64.5,5.51,112.8,83.7,147.0,108.3,5.11
Rice,Andhra Pradesh,Rabi,3.47,744.6,24.1,,7.48,106.0,81.8,146.9,169.5,4.17
Cotton,Tamil Nadu,Kharif,2.34,931.2,16.9,64.5,7.37,149.2,85.6,63.8,162.8,2.44
Maize,Andhra Pradesh,Rabi,4.73,966.2,20.1,72.1,6.78,182.7,81.4,116.2,207.1,5.47
Groundnut,West Bengal,Kharif,5.44,846.9,19.7,73.1,7.3,120.0,67.6,81.8,164.6,2.92
Maize,Andhra Pradesh,Zaid,1.06,425.7,29.1,45.3,6.67,104.5,65.0,116.9,183.0,4.63
Cotton,Punjab,Zaid,7.27,1023.1,32.6,82.6,,53.9,39.3,105.1,109.5,2.5
Pulses,West Bengal,Kharif,4.91,835.5,21.5,92.2,5.98,178.4,19.5,74.5,98.3,1.96
Wheat,Punjab,Rabi,6.21,335.4,30.9,85.8,6.6,138.5,31.8,49.6,127.0,4.45
Rice,Karnataka,Rabi,6.89,1098.6,25.1,67.6,8.2,113.8,43.3,121.0,208.9,4.94
Potato,Karnataka,Zaid,4.46,936.4,33.7,51.4,6.18,106.9,26.1,76.8,136.5,22.59
Groundnut,Andhra Pradesh,Rabi,1.27,745.7,25.6,74.8,6.04,113.8,63.8,112.1,88.5,2.56
Maize,Haryana,Kharif,1.33,297.4,29.0,64.6,6.34,124.3,51.4,154.8,162.3,5.6
Cotton,Karnataka,Zaid,2.15,1014.9,19.4,84.3,6.57,88.5,23.5,151.8,135.8,1.8
Rice,Andhra Pradesh,Kharif,7.36,1111.0,31.7,61.9,7.11,121.8,32.9,161.8,181.6,4.7
Potato,Haryana,Rabi,4.45,1170.1,20.3,67.3,7.3,170.9,44.9,182.2,85.3,29.13
Potato,Tamil Nadu,Kharif,2.83,1202.1,33.6,75.4,7.63,116.9,54.7,40.6,181.6,24.98
Sugarcane,West Bengal,Kharif,3.1,993.6,18.5,53.6,,155.4,71.9,104.9,104.1,102.72
Groundnut,Madhya Pradesh,Zaid,1.13,890.7,26.4,69.7,5.65,125.6,62.8,89.0,185.7,2.47
Wheat,Uttar Pradesh,Rabi,7.32,922.1,31.0,60.8,7.2,82.0,41.6,122.5,20.0,4.8
Potato,Haryana,Rabi,3.3,1359.7,18.9,87.7,7.16,126.4,27.8,101.2,100.7,27.09
Maize,West Bengal,Zaid,6.76,1245.6,25.5,85.2,6.26,174.8,53.5,114.0,198.9,5.05
Pulses,Haryana,Rabi,1.56,736.9,20.0,56.9,5.79,176.7,61.8,93.9,139.9,1.84
Maize,Andhra Pradesh,Zaid,2.41,530.5,16.9,80.6,8.2,97.5,46.8,102.2,92.0,4.02
Wheat,Andhra Pradesh,Rabi,8.07,915.1,32.8,74.7,6.8,147.7,35.5,92.5,59.7,4.22
Potato,Uttar Pradesh,Rabi,2.39,351.6,21.1,64.7,6.36,105.1,40.3,99.5,62.3,26.7
Pulses,Maharashtra,Kharif,2.14,858.8,25.7,72.7,7.12,118.3,50.9,103.2,135.0,1.69
Potato,Maharashtra,Rabi,4.71,649.4,28.3,59.2,6.62,155.5,65.9,81.5,197.2,28.1
Potato,Tamil Nadu,Rabi,3.69,250.0,34.4,62.8,6.37,135.1,19.9,108.6,89.9,25.14
Potato,West Bengal,Kharif,3.08,1581.4,27.4,72.3,8.2,157.3,30.7,30.0,163.5,24.32
Wheat,Andhra Pradesh,Zaid,6.22,830.2,24.5,75.8,7.57,114.0,83.7,101.7,77.1,3.4
Groundnut,Madhya Pradesh,Kharif,3.42,744.7,31.5,76.6,7.08,51.9,40.6,115.9,213.4,2.62
Sugarcane,Haryana,Kharif,4.21,1052.0,26.3,55.5,8.2,99.0,48.5,112.5,124.2,110.45
Pulses,Madhya Pradesh,Rabi,3.65,1020.2,37.5,52.3,7.77,159.0,52.6,103.8,161.8,1.63
Cotton,Gujarat,Zaid,2.36,834.5,26.7,52.1,6.35,125.8,62.6,98.3,252.3,2.22
Groundnut,Haryana,Kharif,1.07,1010.0,25.5,50.2,6.51,88.5,20.8,75.7,123.5,2.77
Sugarcane,Uttar Pradesh,Rabi,1.23,926.8,28.3,92.6,7.06,160.0,59.5,137.4,238.3,106.42
Sugarcane,Maharashtra,Zaid,1.6,729.9,22.8,85.9,6.7,56.6,69.9,71.0,128.2,89.66
Potato,Andhra Pradesh,Rabi,4.49,946.3,33.3,50.9,7.09,148.2,43.1,158.6,183.1,26.75
Wheat,Maharashtra,Kharif,8.8,876.7,24.5,78.4,8.13,77.7,56.9,104.7,234.7,4.36
Sugarcane,Uttar Pradesh,Zaid,7.38,611.6,23.6,73.8,6.52,190.4,43.0,154.5,178.2,97.72
Cotton,Maharashtra,Zaid,6.75,659.1,35.0,63.6,6.52,123.4,25.6,60.3,151.8,2.15
Pulses,Punjab,Zaid,3.94,1099.0,24.7,62.1,6.99,118.6,42.4,119.1,188.5,1.92
Rice,West Bengal,Rabi,2.28,702.0,27.9,88.6,7.29,115.1,59.3,84.9,110.6,4.78
Rice,Maharashtra,Rabi,5.59,609.7,27.3,73.4,5.42,104.3,53.2,55.6,140.9,4.35
Wheat,Karnataka,Zaid,5.14,746.6,36.4,75.4,5.5,127.8,31.7,133.3,114.9,3.79
Cotton,Gujarat,Kharif,11.22,250.0,23.5,56.8,6.06,139.5,65.0,79.4,157.1,2.48
Rice,Punjab,Zaid,4.99,432.6,24.2,67.4,6.66,193.2,61.0,104.5,68.2,3.94
Rice,Uttar Pradesh,Rabi,3.07,1128.9,38.0,70.9,7.22,107.5,65.7,97.6,107.5,4.4
Cotton,Tamil Nadu,Zaid,4.11,1104.6,34.3,58.9,6.5,134.4,62.7,116.8,69.0,2.16
Sugarcane,Punjab,Rabi,1.08,812.1,19.6,69.7,6.03,107.6,110.7,82.3,163.5,112.64
Cotton,Andhra Pradesh,Zaid,2.87,595.1,20.3,76.4,5.71,139.1,61.6,73.3,167.6,2.22
Pulses,Andhra Pradesh,Kharif,2.8,1017.4,26.1,77.2,6.63,40.0,72.8,91.6,122.3,1.8
Sugarcane,Punjab,Rabi,6.41,888.9,25.8,78.9,6.25,172.0,95.2,74.5,173.9,115.58
Sugarcane,Gujarat,Kharif,8.83,748.7,29.8,88.2,5.82,102.6,54.0,142.4,168.1,100.77
Potato,Gujarat,Kharif,1.3,1006.0,23.3,60.7,6.96,143.2,89.2,77.7,107.3,26.71
Cotton,Tamil Nadu,Zaid,10.08,257.5,26.4,69.9,7.7,53.6,56.8,50.9,112.2,2.27
Maize,Uttar Pradesh,Rabi,4.49,,25.1,84.7,7.53,75.8,85.6,46.2,181.0,4.67
Groundnut,Tamil Nadu,Zaid,2.75,964.4,28.2,47.3,6.86,118.7,55.8,56.0,241.8,2.64
Potato,Karnataka,Rabi,1.89,655.4,27.4,62.9,,113.6,51.0,136.1,108.2,23.86
Sugarcane,Maharashtra,Kharif,8.87,1149.4,15.0,66.0,7.45,190.3,86.5,139.4,85.5,96.09
Maize,Karnataka,Zaid,6.03,422.4,21.7,72.0,7.38,152.9,30.5,137.4,59.6,4.36
Pulses,Andhra Pradesh,Zaid,5.56,1017.7,26.3,85.7,5.59,100.1,83.5,138.4,163.2,1.54
Wheat,Tamil Nadu,Kharif,2.63,741.2,28.2,70.3,6.14,171.8,53.3,82.4,176.2,4.79
Potato,Maharashtra,Rabi,3.74,708.6,23.0,64.7,6.94,154.3,22.7,51.2,178.6,24.17
Potato,West Bengal,Rabi,3.9,723.5,26.3,79.4,7.01,114.7,68.7,117.0,154.4,29.48
Maize,Maharashtra,Zaid,5.95,1235.7,34.5,52.6,7.14,103.8,54.2,125.3,189.2,4.6
Maize,Gujarat,Zaid,3.33,1296.0,29.0,47.9,6.75,117.7,50.1,87.2,76.7,4.37
Maize,Karnataka,Kharif,2.59,565.0,27.4,65.0,5.98,116.7,27.1,76.3,136.6,4.49
Potato,Maharashtra,Zaid,4.89,478.7,26.9,63.8,8.2,140.4,23.0,101.2,50.5,22.45
Maize,Madhya Pradesh,Zaid,4.87,724.2,24.6,43.2,6.82,127.4,34.3,121.8,178.1,4.88
Rice,Gujarat,Kharif,1.9,825.9,32.7,64.5,7.38,133.8,29.4,92.5,99.9,4.25
Groundnut,Haryana,Zaid,3.84,949.8,17.3,64.2,6.23,161.4,86.1,60.0,106.2,2.58
Wheat,Uttar Pradesh,Rabi,4.36,797.6,26.0,79.3,7.17,55.0,36.0,120.9,156.0,4.32
Maize,Maharashtra,Zaid,4.68,986.5,29.4,74.0,7.63,117.7,72.8,130.3,222.2,4.38
Pulses,Haryana,Rabi,2.25,703.0,18.0,64.2,6.51,160.3,15.0,94.3,110.8,1.65
Cotton,West Bengal,Zaid,7.29,689.4,24.8,89.4,6.19,163.8,49.6,53.6,170.3,2.28
Sugarcane,Punjab,Kharif,6.27,873.6,27.7,71.3,7.08,149.8,55.3,111.7,164.0,115.48
Cotton,Tamil Nadu,Rabi,11.48,404.9,24.9,65.7,5.76,209.3,76.5,114.2,111.6,2.7
Sugarcane,Madhya Pradesh,Zaid,3.23,655.8,34.7,86.0,7.33,42.4,68.7,103.5,144.1,78.75
Sugarcane,Tamil Nadu,Kharif,3.83,637.7,28.8,72.4,8.03,132.9,69.8,30.0,90.1,79.26
Maize,Maharashtra,Kharif,5.92,1172.4,31.5,72.2,7.24,120.3,75.8,134.3,176.9,4.83
Wheat,West Bengal,Rabi,7.44,821.0,27.1,77.3,6.02,162.1,47.2,125.7,61.0,4.5
Groundnut,Karnataka,Zaid,2.42,841.0,21.5,63.7,5.4,158.5,72.4,66.0,197.4,2.47
Pulses,Maharashtra,Rabi,5.62,556.8,25.7,60.1,6.71,156.1,36.4,141.4,132.9,1.57
Sugarcane,West Bengal,Zaid,8.39,1052.1,30.0,66.7,5.71,82.8,41.8,84.8,68.2,87.38
Sugarcane,West Bengal,Zaid,3.76,819.7,30.0,76.6,6.81,202.9,28.6,145.0,127.1,90.54
Rice,Maharashtra,Rabi,4.53,1533.4,30.2,60.5,6.74,117.4,67.8,124.6,47.0,3.84
Sugarcane,Karnataka,Zaid,6.63,1075.2,25.0,58.1,6.48,125.6,64.2,103.0,147.7,80.3
Wheat,Punjab,Kharif,4.28,800.0,28.9,72.9,8.2,170.4,62.4,150.7,157.1,4.74
Sugarcane,Punjab,Kharif,8.63,778.9,27.9,80.2,6.31,66.2,89.4,77.6,135.0,113.63
Pulses,West Bengal,Kharif,6.5,699.9,32.8,74.4,6.1,128.4,32.5,113.9,62.5,1.65
Sugarcane,Uttar Pradesh,Zaid,2.86,987.4,19.7,62.0,8.1,175.8,45.7,205.1,190.3,95.19
Wheat,Karnataka,Kharif,7.28,655.1,23.9,79.4,7.34,84.4,51.0,77.8,130.2,4.2
Sugarcane,Maharashtra,Zaid,1.75,1357.2,25.2,52.0,7.24,96.4,96.3,101.7,193.4,94.83
Maize,Tamil Nadu,Kharif,3.46,1114.6,28.1,73.8,6.83,152.1,22.5,81.3,50.0,5.28
Rice,Madhya Pradesh,Kharif,5.66,1053.3,22.9,60.0,7.08,81.2,101.9,76.7,23.6,4.38
Rice,Gujarat,Zaid,6.26,743.5,24.2,64.7,8.05,126.8,57.7,118.8,150.3,3.99
Cotton,West Bengal,Rabi,11.66,1341.5,18.1,66.6,5.55,157.4,58.6,156.4,189.4,2.58
Wheat,Haryana,Zaid,5.27,1054.1,25.9,55.3,6.25,138.5,77.5,81.2,190.5,4.52
Rice,Tamil Nadu,Kharif,4.16,654.7,30.7,66.1,6.79,108.1,59.3,126.3,20.0,4.22
Groundnut,Madhya Pradesh,Rabi,5.56,852.0,36.5,69.3,6.69,141.5,69.2,84.4,95.2,2.64
Rice,Andhra Pradesh,Kharif,5.38,893.2,24.9,74.2,6.61,158.6,22.2,122.6,143.4,4.63
Groundnut,West Bengal,Kharif,5.53,853.2,31.6,72.8,5.84,89.1,53.1,112.3,99.0,2.94
Rice,Maharashtra,Kharif,3.02,531.3,32.8,83.7,6.1,170.9,82.5,71.6,112.4,4.69
Pulses,Gujarat,Kharif,2.62,,25.2,75.1,7.36,97.5,35.8,143.8,112.2,1.89
Sugarcane,Tamil Nadu,Kharif,5.37,1256.5,19.9,61.0,7.0,220.2,53.7,123.2,129.7,106.74
Cotton,West Bengal,Rabi,6.12,616.8,28.7,69.8,5.93,124.7,44.3,89.0,198.4,2.63
Rice,Tamil Nadu,Zaid,3.24,1213.9,33.1,63.5,7.09,166.8,44.8,105.1,175.9,4.39
Pulses,Maharashtra,Zaid,3.74,385.9,24.4,66.7,7.16,129.1,78.5,108.4,144.8,1.7
Potato,Madhya Pradesh,Zaid,4.01,624.4,24.0,71.1,5.45,137.4,45.7,38.6,131.6,23.08
Pulses,Madhya Pradesh,Kharif,5.79,1341.3,15.1,32.9,5.82,120.6,42.3,88.5,166.8,1.86
Potato,Karnataka,Kharif,4.92,455.4,23.3,91.4,7.01,133.7,27.1,158.0,220.3,27.75
Wheat,West Bengal,Rabi,6.44,918.2,21.8,95.0,5.53,149.9,78.2,100.4,41.9,4.8
Wheat,Andhra Pradesh,Rabi,4.9,1136.6,26.8,65.6,7.5,40.0,51.0,41.7,111.0,3.81
Cotton,Tamil Nadu,Rabi,3.97,896.7,29.9,94.1,6.57,118.7,71.8,48.0,75.7,2.39
Pulses,Haryana,Zaid,2.83,268.2,26.5,73.8,6.99,120.7,47.6,138.9,124.5,1.64
Pulses,Gujarat,Zaid,1.69,1027.8,27.4,64.0,5.9,135.8,51.7,102.5,159.3,1.54
Potato,Andhra Pradesh,Rabi,2.84,1013.3,23.3,64.5,6.02,122.9,50.8,179.8,215.9,28.58
Wheat,Maharashtra,Rabi,4.96,803.9,29.2,58.4,5.84,121.4,60.3,99.2,253.9,3.92
Sugarcane,Haryana,Zaid,8.3,692.1,40.0,53.6,8.19,133.4,38.3,194.0,156.3,93.2
Maize,West Bengal,Kharif,4.18,864.7,25.8,77.7,6.32,145.2,19.3,76.9,,5.05
Maize,Karnataka,Kharif,6.73,650.4,29.3,71.2,7.0,,63.7,121.0,153.0,5.13
Cotton,Andhra Pradesh,Rabi,3.39,1271.1,26.2,65.6,6.97,95.7,96.7,153.3,31.4,2.42
Sugarcane,Andhra Pradesh,Zaid,7.1,1248.4,32.1,49.6,7.57,135.0,91.9,82.9,164.1,95.54
Wheat,Tamil Nadu,Rabi,4.68,834.8,22.2,61.0,5.67,130.1,53.7,136.0,242.3,4.34
Groundnut,Uttar Pradesh,Kharif,5.54,672.5,22.9,78.5,7.41,123.1,44.9,108.3,168.9,3.03
Wheat,Uttar Pradesh,Kharif,2.05,1013.3,17.9,73.5,7.04,83.8,36.2,82.9,88.5,4.12
Wheat,Madhya Pradesh,Kharif,3.76,626.1,39.0,50.7,6.56,75.7,40.5,81.2,169.2,4.38
Groundnut,Madhya Pradesh,Zaid,3.71,586.5,,72.7,5.64,97.9,50.5,91.0,127.9,2.52
Sugarcane,Haryana,Kharif,8.94,687.0,35.6,63.4,6.64,155.3,38.1,89.7,56.7,96.9
Wheat,West Bengal,Zaid,1.89,1370.0,33.2,66.6,5.97,205.9,28.9,86.5,88.9,3.59
Rice,Madhya Pradesh,Kharif,5.42,1094.2,32.4,67.6,7.04,96.2,49.0,80.1,101.6,4.22
Wheat,Punjab,Rabi,3.82,802.2,20.8,62.5,6.04,140.8,79.5,149.8,133.9,5.16
Maize,West Bengal,Rabi,1.82,1198.0,27.4,76.3,5.35,80.7,58.7,106.9,195.4,4.8
